version,published_at,Linux,Windows,MacOS
v0.13.30,2022-03-07,18.874655424031133,55.7537430409167,25.371601535052157
v0.13.31,2022-03-08,18.398014379561058,53.11669566859564,28.485289951843306
v0.13.33,2022-03-11,0.0,0.0,0.0
v0.14.2,2022-03-28,14.971071629716862,55.288174355298416,29.740754014984727
v0.14.5,2022-04-11,15.081363985495596,55.834806994980624,29.083829019523783
v0.14.6,2022-04-18,18.028202288667405,54.21011443337025,27.761683277962344
v0.14.15,2022-06-07,17.06995255123092,55.62809448494017,27.301952963828906
v0.15.6,2022-07-12,16.08298639051184,55.78840569569324,28.128607913794912
v0.15.8,2022-07-22,10.843543162934797,56.28221377270807,32.87424306435713
v0.15.9,2022-07-26,13.33959429427349,54.50806221744764,32.152343488278866
v1.0.0,2022-10-13,14.524095835362882,55.34279103750609,30.13311312713103
v1.0.3,2022-10-26,15.819238680428787,56.11834724924737,28.062414070323843
v1.1.8,2022-12-20,13.098519175970477,56.011273570950316,30.89020725307921
v1.1.8-E21,2022-12-21,81.34984025559106,14.376996805111823,4.273162939297125
v1.1.9,2022-12-23,14.444430009743423,58.05313413445924,27.502435855797337
v1.1.15,2023-02-22,16.051398660094314,59.25496360278969,24.693637737116
v1.1.16,2023-03-02,13.544554353505637,59.93788979750478,26.51755584898958
v1.2.7,2023-05-02,11.062551863120875,64.87533093610463,24.062117200774487
v1.2.8,2023-05-09,17.32769946383553,57.765254310366686,24.907046225797778
v1.3.3,2023-05-23,7.802202474595009,60.38734640078235,31.810451124622645
v1.3.4,2023-05-24,7.508966610522144,60.623402358069946,31.867631031407907
v1.3.5,2023-06-01,10.716081678373262,58.86745833820694,30.41645998341981
v1.3.7,2023-07-31,12.44354065343849,60.42852215120721,27.127937195354306
v1.4.5,2023-08-31,13.464931957529537,60.491358499433865,26.0437095430366
v1.4.10,2023-09-11,4.313619099294629,88.30710797612589,7.37927292457949
v1.4.11,2023-09-11,14.00503586143751,60.24721501602319,25.747749122539293
v1.4.12,2023-09-12,11.586246004742758,63.48463759150428,24.929116403752964
v1.4.13,2023-09-15,8.69386318376374,57.638753831391455,33.66738298484481
v1.4.14,2023-09-26,10.996261175833109,64.65023028989434,24.353508534272557
v1.4.16,2023-10-13,11.46765784629221,56.31687300628153,32.215469147426255
