version,published_at,Linux,Windows,MacOS
v0.13.30,2022-03-07,19.008219476348593,55.45152686299058,25.540253660660824
v0.13.31,2022-03-08,18.416840569726688,53.071837159200655,28.511322271072657
v0.13.33,2022-03-11,0.0,0.0,0.0
v0.14.2,2022-03-28,14.966730159814817,55.26551809554723,29.76775174463796
v0.14.5,2022-04-11,15.135706858843353,55.67925137141013,29.185041769746512
v0.14.6,2022-04-18,18.035950725871285,54.180557525890194,27.78349174823852
v0.14.15,2022-06-07,17.08307522885264,55.59140340009636,27.325521371051003
v0.15.6,2022-07-12,16.11621438421803,55.69735642661805,28.18642918916392
v0.15.8,2022-07-22,10.870485924838356,56.176412457294525,32.95310161786713
v0.15.9,2022-07-26,13.343057699801081,54.49473623223968,32.16220606795924
v1.0.0,2022-10-13,14.53476856507298,55.30593899503307,30.15929243989396
v1.0.3,2022-10-26,15.81374666693429,56.10960401558184,28.07664931748387
v1.1.8,2022-12-20,13.138321145071567,55.875367210450655,30.98631164447778
v1.1.8-E21,2022-12-21,81.34238913304034,14.382740711146624,4.274870155813025
v1.1.9,2022-12-23,14.448760619501805,58.040020429991536,27.511218950506656
v1.1.15,2023-02-22,15.845226962640464,59.35061550489797,24.80415753246156
v1.1.16,2023-03-02,13.551069082442272,59.9158797023079,26.53305121524983
v1.2.7,2023-05-02,11.08427246592592,64.80450466860432,24.11122286546975
v1.2.8,2023-05-09,17.17230322925414,57.840038679797445,24.98765809094842
v1.3.3,2023-05-23,7.818394969625919,60.294148992859434,31.887456037514657
v1.3.4,2023-05-24,7.512362642809839,60.60292420619342,31.884713150996745
v1.3.5,2023-06-01,10.719523326051954,58.834996427680174,30.445480246267863
v1.3.7,2023-07-31,12.43557865367518,60.423970161983995,27.140451184340826
v1.4.5,2023-08-31,13.464827515435529,60.47649181617609,26.05868066838838
v1.4.10,2023-09-11,4.293552812071331,88.3127572016461,7.3936899862825785
v1.4.11,2023-09-11,14.039588039358323,60.128641984762055,25.831769975879627
v1.4.12,2023-09-12,11.6067047186136,63.41976807252253,24.973527208863867
v1.4.13,2023-09-15,8.691618090452263,57.6315175879397,33.67686432160804
v1.4.14,2023-09-26,11.041599933757373,64.48131369588097,24.477086370361654
v1.4.16,2023-10-13,10.813656400033691,56.41472704981704,32.771616550149275
