Name,Downloads
open-in-new-tab,5649
daily-notes-editor,5639
canvas-presentation,5619
obsidian-state-switcher,5581
wikipedia-search,5580
DEVONlink-obsidian,5568
page-gallery,5559
deepl,5549
no-dupe-leaves,5469
tray,5452
podcast-note,5431
obsidian-prominent-starred-files,5426
obsidian-list-modified,5391
d2-obsidian,5387
obsidian-gist,5380
companion,5373
script-launcher,5361
obsidian-remember-file-state,5329
obsidian-translator,5318
marp,5297
obsidian-plaintext,5288
mathlinks,5246
obsidian-prozen,5244
obsidian-export-to-tex,5237
obsidian-path-title,5221
heading-level-indent,5197
obsidian-recall,5175
obsidian-nomnoml-diagram,5161
obsidian-itinerary,5137
ai-assistant,5136
copy-as-latex,5134
wucai-highlights-official,5133
ObsidianAnkiSync,5118
obsidian-global-hotkeys,5112
obsidian-paste-png-to-jpeg,5112
obsidian-table-to-csv-exporter,5095
excel,5078
obsidian-snippetor,5073
emoji-magic,5060
optimize-canvas-connections,5036
obsidian-shortcuts-for-starred-files,5031
booksidian-plugin,5007
obsidian-wordy,4990
quote-of-the-day,4981
open-with,4980
obsidian-icon-swapper,4971
obsidian-qrcode-plugin,4963
better-reading-mode,4945
obsidian-auto-hide,4941
obsidian-living-graph,4940
readwise-mirror,4920
obsidian-file-cooker,4911
symbols-prettifier,4883
kr-book-info-plugin,4873
obsidian-kroki,4869
obsidian-things3-sync,4838
obsidian-2hop-links-plugin,4820
completed-area,4809
advanced-paste,4794
obsidian-auto-split,4742
lumberjack-obsidian,4729
better-search-views,4728
cooklang-obsidian,4713
marp-slides,4707
code-styler,4704
obsidian-apply-patterns,4683
obsidian-toggle-meta-yaml-plugin,4681
pieces-for-developers,4666
editor-width-slider,4661
obsidian-export-image,4655
nl-fast-image-cleaner,4632
obsidian-grandfather,4618
obsidian-release-timeline,4612
ultimate-todoist-sync,4567
obsidian-week-planner,4528
python-lab-plugin,4506
typing-speed,4495
oz-calendar,4492
macOS-keyboard-nav-obsidian,4481
link-headers-directly,4474
obsidian-audio-player,4473
obsidian-kindle-export,4428
obsidian-wrap-with-shortcuts,4385
zotero-link,4373
dynamic-timetable,4366
password-protection,4355
obsidian-camera,4349
obsidian-path-finder,4339
tabout,4317
obsidian-link-indexer,4311
link-nodes-in-canvas,4306
markdown-shortcuts,4296
obsidian-tomorrows-daily-note,4287
repeat-plugin,4285
weather-fetcher,4270
obsidian-agile-task-notes,4267
obsidian-image-layouts,4261
nuke-orphans,4259
handwritten-notes,4257
obsidian-argdown-plugin,4249
attachment-management,4248
zotero-bridge,4247
obsidian-trim-whitespace,4210
obsidian-lock-screen-plugin,4197
obsidian-title-index,4196
easy-toggle-sidebars,4185
obsidian-fountain,4172
code-block-plugin,4137
todoist-completed-tasks-plugin,4126
page-heading-from-links,4114
auto-classifier,4065
obsidian-plotly,4064
obsidian-divide-and-conquer,4038
obsidian-related-notes-finder,4034
obsidian-wakatime,3994
math-booster,3991
canvas-filter,3979
obsidian-pending-notes,3978
habit-tracker,3974
obsidian-paste-as-html,3967
fuzzy-chinese-pinyin,3966
obsidian-daily-notes-opener,3940
vim-im-select,3920
format-hotkeys-obsidian,3897
obsidian-webhooks,3887
note-synchronizer,3864
obsidian-format-code,3849
typing-assistant,3803
obsidian-habitica-integration,3785
obsidian-focus-plugin,3781
personal-assistant,3771
multi-line-formatting,3758
code-files,3755
nl-syntax-highlighting,3735
obsidian-emotion-picker,3726
slide-note,3719
mood-tracker,3702
unicode-search,3697
journal-review,3697
random-structural-diary-plugin,3690
quoth,3690
obsidian-things-link,3690
automatic-table-of-contents,3690
obsidian-metatemplates,3687
auto-glossary,3673
obsidian-highlightpublicnotes-plugin,3669
obsidian-card-view-switcher-plugin,3622
obsidian-find-and-replace-in-selection,3609
hover-external-link,3605
searchpp,3603
antidote-grammar-checker-integration,3595
auto-class,3588
hints-plugin,3586
reveal-file-in-explorer,3561
obsidian-title-serial-number-plugin,3559
scales-chords,3558
obsidian-canvas-conversation,3557
obsidian-search-everywhere-plugin,3545
confluence-integration,3545
pseudocode-in-obs,3508
obsidian-matrix,3498
get-info-plugin,3473
habit-calendar,3461
obsidian-kobo-highlights-importer-plugin,3447
obsidian-ankibridge,3443
obsidian-day-and-night,3438
open-weather,3435
writing,3425
colorful-note-borders,3414
obsidian-vim-im-switch-plugin,3411
obsidian-binary-file-manager-plugin,3408
sheets,3374
obsidian-asciimath,3360
obsidian-stopwatch-plugin,3331
obsidian-vocabulary-view,3325
file-explorer-markdown-titles,3296
awesome-image,3296
keyshots,3272
local-quotes,3239
awesome-brain-manager,3237
obsidian-link-archive,3197
chem,3195
garble-text,3172
snippets,3167
obsidian-jtab,3164
quick-plugin-switcher,3119
obsidian-image-uploader,3108
obsidian-meeting-notes,3107
restore-tab-key,3104
obsidian-reset-font-size,3092
zen,3076
duplicate-line,3070
obsidian-command-alias-plugin,3069
sync-graph-settings,3069
obsidian-dynamic-embed,3063
obsidian-echarts,3047
adjacency-matrix-maker,3043
notetweet,3039
obsidian-contacts,3031
2hop-links-plus,3008
snippet-commands-obsidian,2996
copy-publish-url,2989
obsidian-chessboard,2988
crossbow,2987
auto-template-trigger,2966
local-backup,2965
spoiler-block-obsidian,2958
progressbar,2957
linkify,2947
improved-vimcursor,2943
bmo-chatbot,2940
google-keep-import,2934
obsidian-md-to-jira,2926
grappling-hook,2896
typing-transformer-obsidian,2893
uri-commands,2890
obsidian-redirect,2882
obsidian-sequence-hotkeys,2881
obsidian-hackernews,2880
list-style,2880
obsidian-share-as-gist,2878
file-diff,2875
reading-comments,2872
syncthing-integration,2870
embed-code-file,2862
obsidian-tressel,2854
any-block,2853
hide-folders,2830
canvas-links,2816
obsidian-party,2813
obsidian-limelight,2787
unitade,2781
samepage,2776
obsidian-tweaks,2765
quick-snippets-and-navigation,2760
obsidian-readlater,2750
advanced-merger,2749
page-properties,2745
copy-note,2744
obsidian-sentence-navigator,2735
lovely-mindmap,2733
obsidian-basetag,2728
obsidian-temple,2725
obsidian-structured-plugin,2721
obsidian-scroll-offset,2711
obsidian-power-search,2710
weekly-review,2703
obsidian-markbase,2700
frontmatter-modified-date,2682
heycalmdown-navigate-cursor-history,2680
mathlive,2673
awesome-reader,2672
obsidian-open-in-other-editor,2671
custom-classes,2655
gpt-assistant,2650
solve,2648
obsidian-pretty-bibtex,2638
plugins-galore,2630
para-shortcuts,2626
hidden-folder-obsidian,2624
todotxt,2616
obsidian-checkbox3states-plugin,2612
avatar,2610
gemmy,2604
at-symbol-linking,2597
control-characters,2595
obsidian-javascript-init,2594
bpmn-plugin,2573
youhavebeenstaring-plugin,2571
liquid-templates,2559
excalidraw-cn,2556
sync-google-calendar,2555
obsidian-achievements,2541
obsidian-metacopy,2540
ics,2533
obsidian-asciidoc-blocks,2524
attachment-manager,2521
obsidian-rapid-notes,2517
gene-ai,2517
callout-integrator,2516
tag-search,2493
obsidian-jsonifier,2483
obsidian-simple-mention,2481
css-editor,2481
prompt,2466
flomo-importer,2448
vault-chat,2447
msg-handler,2445
obsidian-fuzzytag,2439
obsidian-spotlight,2438
url-namer,2410
obsidian-copy-search-url,2404
vim-toggle,2403
obsidian-local-file-interface-plugin,2402
vscode-editor,2397
enlightenment-obsidian,2396
text-progress-bar,2373
scroll-speed,2368
last-modified-timestamp-in-status-bar,2366
obsidian-checklist-reset,2365
obsidian-daf-yomi,2363
obsidian-toggle-case,2362
hk-code-block,2362
day-planner-og,2358
focus-active-sentence,2351
obsidian-custom-file-extensions-plugin,2350
email-block-plugin,2338
boost-link-suggestions,2326
obsidian-badge,2318
mdx-as-md-obsidian,2315
hard-breaks,2299
double-colon-conceal,2296
obsidian-project-garden,2295
custom-font-loader,2282
obsidian-activity-logger,2281
open-files-with-commands,2275
create-note-in-folder,2275
obsidian-new-bullet-with-time,2270
postgresql-obsidian,2268
obsidian-dirtreeist,2264
plugin-manager,2254
bbawj-semantic-search,2243
ozanshare-publish,2242
obsidian-hyphenation,2239
cloze,2237
obsidian-relation-pane,2227
tags-overview,2219
simple-note-quiz,2218
todo-sort,2218
typewriter-mode,2211
obsidian-expand-bullet,2203
link-with-alias,2203
link-tree,2199
obsidian-plugin-time-diff,2198
koncham-workspace,2189
onyx-boox-extractor,2185
share-note,2177
chat-stream,2174
linked-data-vocabularies,2173
gpt-liteinquirer,2166
mermaid-themes,2153
scrybble.ink,2151
color-palette,2145
html-server,2144
apple-books-highlights,2137
recipe-grabber,2137
ketcher,2135
crumbs-obsidian,2129
inbox,2123
voice,2117
obsidian-overdue,2113
insert-heading-link,2109
obsidian-random-todo,2107
obsidian-key-sequence-shortcut,2100
obsidian-awesome-flashcard,2100
arcana,2095
execute-python,2095
obsidian-static-file-server,2092
obsidian-group-snippets,2089
obsidian-min-width,2089
multi-tag,2089
ai-mentor,2087
jelly-snippets,2085
obsidian-furigana,2075
obsidian-paper-cut,2072
imdone-obsidian-plugin,2070
periodic-para,2068
file-explorer-plus,2060
obsidian-sakana-widget,2054
emo-uploader,2053
typst,2044
import-foundry,2040
image-ocr,2037
ai-research-assistant,2036
obsidian-codeblock-labels,2033
edit-history,2029
flashcard-learning,2022
update-relative-links,2019
better-mathjax,2019
obsidian-stylist,2015
obsidian-min3ditorhotkeys-plugin,2014
background-image,2014
obsidian-review-notes-plugin,2013
obsidian-command-palette-minus-plugin,2001
japanese-word-splitter,1998
badges,1998
microblog-publish-plugin,1993
obsidian-relative-find,1987
simple-dice-roller,1983
obsidian-code-preview,1979
obsidian-smart-links,1975
stenography-obsidian,1967
emoji-titler,1955
chord-lyrics,1943
style-text,1942
note-aliases,1940
tasks-packrat-plugin,1933
obsidian-upcoming,1920
braincache,1920
obsidian-amazingmarvin-plugin,1919
obsidian-old-note-admonitor,1916
image-upload-toolkit,1914
double-click-tab,1908
obsidian-go-to-line,1907
flashcards-llm,1901
obsidian-telegraph-publish,1899
obsidian-dashing-cursor,1894
blockquote-levels,1889
workbooks,1888
obsidian-screwdriver,1884
advanced-random-note,1881
obsidoom,1878
obsidian-juliandate,1869
obsidian-theme-toggler,1862
custom-state-for-task-list,1862
obsidian-user-plugins,1861
draw-harada-method,1850
qatt,1842
supsub,1837
beeminder-word-count-plugin,1830
memos-sync,1828
obsidian-new-note-new-window,1821
tasks-to-omnifocus,1820
brain,1820
movie-obsidian,1819
obsidian-alias-from-heading,1818
sigma,1817
obsidian-relativenumber,1814
obsidian-cloudinary-uploader,1810
obsidian-metronome-plugin,1806
obsidian-to-flomo,1800
editor-commands-remap,1796
13th-age-statblocks,1795
contextual-comments,1794
loom,1786
obsidian-koreader-plugin,1785
quote-share,1782
oblogger,1782
obsidian-chess,1774
obsidian-stack-overflow,1771
obsidian-mtg,1767
obsidian-rant,1763
latex-algorithms,1756
api-request,1756
aw-watcher-obsidian,1751
persistent-links,1749
obsidian-aggregator,1747
quip,1745
netwik,1743
obsidian-save-as-gist,1741
obsidian-wavedrom,1738
game-search,1728
ticktick,1726
obsidian-link-opener,1723
adamantine-pick,1722
obsidian-etherpad-plugin,1719
notes-dater,1719
obsidian-account-linker,1718
frontmatter-alias-display,1716
cron,1708
obligator,1708
link-range,1704
obsidian-dynbedded,1696
obsidian-notion-video,1694
obsidian-gitlab-issues,1690
findoc,1680
open-related-url,1666
brainframe,1656
chess-study,1647
fantasy-name,1647
obsidian-mark-and-select,1646
tag-many,1642
silicon,1626
obsidian-circuitjs,1620
simple-rss,1620
obsidian-chorded-hotkeys,1619
air-quotes,1614
simple-canvasearch,1611
mermaid-helper,1610
obsidian-hotkeys-chords,1607
file-chucker,1602
qmd-as-md-obsidian,1599
obsidian-vim-multibyte-char-search,1598
at-people,1596
ini-obsidian,1594
smart-rename,1593
obsidian-markdown-file-suffix,1592
linked-data-helper,1588
pinboard-sync,1582
obs-text-wrapper,1573
vika-sync,1570
console,1563
mini-toolbar,1563
copilot-auto-completion,1563
obsidian-open-file-by-magic-date,1562
status-bar-quote,1558
prioritize,1555
cycle-in-sidebar,1553
obsidian-wordnik,1550
automatic-list-styles,1547
graph-nested-tags,1546
zettelflow,1544
markdown-tree,1535
canvas-randomnote,1532
hugo-preview-obsidian,1523
meld-build,1523
obsidian-crypto-lookup,1518
copy-inline-code,1517
zotero-sync-client,1514
phone-to-roam-to-obsidian,1512
ring-a-secretary,1510
obsidian-extlnkhelper-plugin,1499
uncheck-all,1493
yet-another-obsidian-synchronizer,1489
reading-view-enhancer,1484
vextab,1476
blur,1475
obsidian-quran-lookup,1474
text2anki-openai,1472
confluence-to-obsidian,1467
obsidian-attendance,1466
dendron-tree,1464
ai-tools,1464
smort-obsidian,1461
perilous-writing,1458
floating-highlights,1457
auto-anki,1456
obsidian-filename-emoji-remover,1447
s3-image-uploader,1447
obsidian-buttondown-plugin,1445
obsidian-autoscroll,1444
obsidian-note-content-pusher,1441
obsidian-oura-plugin,1440
obsidian-golinks,1436
kindle-csv-converter,1435
o2,1435
iconoir-icons,1429
obsidian-handlebars,1427
auto-front-matter,1420
media-sync,1411
note-archiver,1410
runjs,1408
mixa,1402
birthday-tracker,1402
get-stock-information,1382
order-list,1381
notes-sync-share,1373
material-symbols,1369
obsidian-bellboy,1367
incremental-id,1367
zettelgpt,1367
obsidian-steemit,1364
wielder,1359
ai-summary,1358
generic-initiative-tracker,1351
latex-to-unicode,1349
obsimian-exporter,1346
workona-to-obsidian,1345
nai4obsidian,1345
vault-name-status-bar,1343
writing-goals,1342
kill-and-yank,1340
x86-flow-graphing,1338
file-include,1335
bulk-exporter,1332
ling-gloss,1327
flowershow,1324
blindfold-obsidian,1322
linkshelf,1321
checkbox-reorder,1313
header-enhancer,1313
readability-score,1302
obsidian-bbcode,1299
pocketbook-cloud-highlight-importer,1296
obsidian-dataset-aid,1295
open-plugin-settings,1288
easy-bake,1288
obsidian-chevereto-image-uploader,1281
source-code-note,1281
squiggle,1279
latex-matrices,1278
pf2-action-icons,1278
show-diff,1276
testing-vault,1275
guid-front-matter,1274
modules,1271
tiddlywiki-import-export,1270
data-entry,1260
invio,1255
markdown-blogger,1251
python-scripter,1242
memorization,1235
obsidian-siteswap,1233
android-nomedia,1231
file-forgetting-curve-obsidian,1222
vault-2-book,1222
git-url,1220
quickly,1216
nifty-links,1215
mochi-cards-exporter,1214
chemical-structure-renderer,1214
inline-code-highlight,1213
obsidian-archivebox-plugin,1212
quick-links,1210
obsidian-lineup-builder,1206
vertical-tabs-view,1204
custom-list-character,1202
github-issue-augmentation,1197
character-insertion,1191
hamsterbase,1189
no-empty-windows,1187
auto-tag,1186
tor2e-statblocks,1183
codeblock-tabs,1182
logstravaganza,1181
unfilled-stats-highlighter,1180
youversion-linker,1180
auto-hyperlink,1174
obsidian-soomda,1173
syncftp,1163
obsidian-plugin-dynamodb,1157
shukuchi,1157
literate-haskell,1155
dmn-plugin,1153
ollama,1153
tinypng-image,1152
bulkopen-selected-links,1151
better-comment-toggle,1151
file-publisher,1150
emoji-tags-titler,1148
edit-gemini,1144
index-checker,1138
cannoli,1136
markdown-chords,1131
chatgpt-definitions,1123
obsidian-ivre-plugin,1120
ruled-template,1120
quicknote,1119
readavocado-sync,1118
multiple-notes-outline,1118
babashka,1110
zettelkasten-llm-tools,1109
github-embeds,1108
style-importer,1104
askify-obsidian-sync,1103
select-current-line,1102
commando-command-repeater,1101
gtd-no-next-step,1100
safe-filename-linter,1099
due-when,1095
red-pen,1093
vox,1093
tokei,1093
webdav-file-explorer,1092
mononote,1086
cloudinary,1085
markdown-to-slack-message,1084
auto-journal,1078
markdown-link-space-encoder,1073
dmn-eval,1072
tistory-poster,1072
tab-rotator,1071
markdoc,1067
